ticker,year,year_scaled,Risk Level
C3972,2020.0,0.040188029886224365,Medium
C3699,2017.0,-1.0643842468581417,Low
C5733,2024.0,1.512951065545379,High
C3639,2015.0,-1.800765764687719,Low
C3314,2024.0,1.512951065545379,High
C3930,2019.0,-0.3280027290285643,Low
C5553,2018.0,-0.696193487943353,Low
C4236,2022.0,0.7765695477158018,Medium
C4907,2024.0,1.512951065545379,High
C3925,2024.0,1.512951065545379,High
C2467,2021.0,0.408378788801013,Medium
C3078,2020.0,0.040188029886224365,Medium
C5975,2023.0,1.1447603066305905,High
C4953,2021.0,0.408378788801013,Medium
C3545,2016.0,-1.4325750057729303,Low
C1957,2019.0,-0.3280027290285643,Low
C2072,2023.0,1.1447603066305905,High
C3612,2015.0,-1.800765764687719,Low
C3268,2018.0,-0.696193487943353,Low
C4504,2022.0,0.7765695477158018,Medium
C2752,2016.0,-1.4325750057729303,Low
C1284,2019.0,-0.3280027290285643,Low
C3952,2021.0,0.408378788801013,Medium
C4013,2023.0,1.1447603066305905,High
C2540,2019.0,-0.3280027290285643,Low
C2058,2022.0,0.7765695477158018,Medium
C1623,2020.0,0.040188029886224365,Medium
C2359,2022.0,0.7765695477158018,Medium
C2252,2023.0,1.1447603066305905,High
C4705,2020.0,0.040188029886224365,Medium
C3303,2021.0,0.408378788801013,Medium
C1622,2021.0,0.408378788801013,Medium
C4915,2016.0,-1.4325750057729303,Low
C2756,2024.0,1.512951065545379,High
C1282,2015.0,-1.800765764687719,Low
C2147,2018.0,-0.696193487943353,Low
C2410,2024.0,1.512951065545379,High
C4742,2020.0,0.040188029886224365,Medium
C2953,2017.0,-1.0643842468581417,Low
C3290,2022.0,0.7765695477158018,Medium
C2018,2023.0,1.1447603066305905,High
C4017,2016.0,-1.4325750057729303,Low
C4467,2019.0,-0.3280027290285643,Low
C1223,2023.0,1.1447603066305905,High
C3061,2023.0,1.1447603066305905,High
C1818,2022.0,0.7765695477158018,Medium
C4515,2018.0,-0.696193487943353,Low
C2576,2021.0,0.408378788801013,Medium
C4784,2017.0,-1.0643842468581417,Low
C2121,2016.0,-1.4325750057729303,Low
C2148,2016.0,-1.4325750057729303,Low
C4892,2016.0,-1.4325750057729303,Low
C2134,2017.0,-1.0643842468581417,Low
C3522,2024.0,1.512951065545379,High
C1403,2021.0,0.408378788801013,Medium
C5444,2021.0,0.408378788801013,Medium
C1767,2024.0,1.512951065545379,High
C2187,2016.0,-1.4325750057729303,Low
C5214,2017.0,-1.0643842468581417,Low
C5341,2023.0,1.1447603066305905,High
C3624,2023.0,1.1447603066305905,High
C5455,2022.0,0.7765695477158018,Medium
C3694,2024.0,1.512951065545379,High
C1843,2024.0,1.512951065545379,High
C5897,2015.0,-1.800765764687719,Low
C3076,2020.0,0.040188029886224365,Medium
C2059,2020.0,0.040188029886224365,Medium
C2373,2024.0,1.512951065545379,High
C5380,2016.0,-1.4325750057729303,Low
C2506,2024.0,1.512951065545379,High
C2996,2021.0,0.408378788801013,Medium
C3789,2017.0,-1.0643842468581417,Low
C5726,2022.0,0.7765695477158018,Medium
C4119,2015.0,-1.800765764687719,Low
C3786,2024.0,1.512951065545379,High
C5085,2021.0,0.408378788801013,Medium
C3506,2024.0,1.512951065545379,High
C3695,2022.0,0.7765695477158018,Medium
C2733,2016.0,-1.4325750057729303,Low
C2453,2024.0,1.512951065545379,High
C5644,2016.0,-1.4325750057729303,Low
C1888,2015.0,-1.800765764687719,Low
C2292,2023.0,1.1447603066305905,High
C2957,2019.0,-0.3280027290285643,Low
C2587,2023.0,1.1447603066305905,High
C1479,2024.0,1.512951065545379,High
C2773,2018.0,-0.696193487943353,Low
C2597,2019.0,-0.3280027290285643,Low
C4188,2022.0,0.7765695477158018,Medium
C5786,2016.0,-1.4325750057729303,Low
C5927,2016.0,-1.4325750057729303,Low
C2622,2023.0,1.1447603066305905,High
C4403,2020.0,0.040188029886224365,Medium
C5579,2024.0,1.512951065545379,High
C4936,2021.0,0.408378788801013,Medium
C3711,2023.0,1.1447603066305905,High
C1911,2015.0,-1.800765764687719,Low
C1339,2021.0,0.408378788801013,Medium
C3360,2022.0,0.7765695477158018,Medium
C5486,2017.0,-1.0643842468581417,Low
C3209,2021.0,0.408378788801013,Medium
C1924,2018.0,-0.696193487943353,Low
C5633,2024.0,1.512951065545379,High
C2520,2024.0,1.512951065545379,High
C4454,2019.0,-0.3280027290285643,Low
C1979,2017.0,-1.0643842468581417,Low
C2542,2016.0,-1.4325750057729303,Low
C1671,2015.0,-1.800765764687719,Low
C1758,2015.0,-1.800765764687719,Low
C1892,2019.0,-0.3280027290285643,Low
C4332,2020.0,0.040188029886224365,Medium
C1420,2016.0,-1.4325750057729303,Low
C4088,2024.0,1.512951065545379,High
C1580,2019.0,-0.3280027290285643,Low
C2246,2017.0,-1.0643842468581417,Low
C4112,2022.0,0.7765695477158018,Medium
C2526,2019.0,-0.3280027290285643,Low
C4310,2024.0,1.512951065545379,High
C3119,2015.0,-1.800765764687719,Low
C2098,2017.0,-1.0643842468581417,Low
C5436,2021.0,0.408378788801013,Medium
C3198,2015.0,-1.800765764687719,Low
C2571,2022.0,0.7765695477158018,Medium
C1576,2024.0,1.512951065545379,High
C1214,2017.0,-1.0643842468581417,Low
C5308,2019.0,-0.3280027290285643,Low
C3605,2020.0,0.040188029886224365,Medium
C2564,2015.0,-1.800765764687719,Low
C3906,2022.0,0.7765695477158018,Medium
C1460,2018.0,-0.696193487943353,Low
C1633,2021.0,0.408378788801013,Medium
C3008,2020.0,0.040188029886224365,Medium
C2067,2023.0,1.1447603066305905,High
C2159,2020.0,0.040188029886224365,Medium
C3842,2024.0,1.512951065545379,High
C3588,2024.0,1.512951065545379,High
C5865,2016.0,-1.4325750057729303,Low
C5758,2018.0,-0.696193487943353,Low
C3708,2016.0,-1.4325750057729303,Low
C2558,2021.0,0.408378788801013,Medium
C4693,2015.0,-1.800765764687719,Low
C2352,2016.0,-1.4325750057729303,Low
C5081,2015.0,-1.800765764687719,Low
C1875,2019.0,-0.3280027290285643,Low
C5286,2020.0,0.040188029886224365,Medium
C3258,2017.0,-1.0643842468581417,Low
C4524,2021.0,0.408378788801013,Medium
C3052,2024.0,1.512951065545379,High
C5258,2016.0,-1.4325750057729303,Low
C5560,2015.0,-1.800765764687719,Low
C2473,2023.0,1.1447603066305905,High
C3026,2021.0,0.408378788801013,Medium
C5307,2018.0,-0.696193487943353,Low
C1254,2021.0,0.408378788801013,Medium
C1759,2015.0,-1.800765764687719,Low
C1417,2016.0,-1.4325750057729303,Low
C2548,2021.0,0.408378788801013,Medium
C2543,2021.0,0.408378788801013,Medium
C4140,2022.0,0.7765695477158018,Medium
C2744,2023.0,1.1447603066305905,High
C2772,2019.0,-0.3280027290285643,Low
C2573,2022.0,0.7765695477158018,Medium
C5201,2015.0,-1.800765764687719,Low
C3897,2020.0,0.040188029886224365,Medium
C2235,2023.0,1.1447603066305905,High
C2556,2020.0,0.040188029886224365,Medium
C4346,2018.0,-0.696193487943353,Low
C5181,2021.0,0.408378788801013,Medium
C2707,2022.0,0.7765695477158018,Medium
C1076,2017.0,-1.0643842468581417,Low
C3514,2021.0,0.408378788801013,Medium
C2988,2024.0,1.512951065545379,High
C1078,2015.0,-1.800765764687719,Low
C3644,2017.0,-1.0643842468581417,Low
C4314,2019.0,-0.3280027290285643,Low
C4628,2017.0,-1.0643842468581417,Low
C2885,2023.0,1.1447603066305905,High
C3748,2021.0,0.408378788801013,Medium
C2930,2017.0,-1.0643842468581417,Low
C4463,2016.0,-1.4325750057729303,Low
C1856,2020.0,0.040188029886224365,Medium
C4955,2020.0,0.040188029886224365,Medium
C1088,2021.0,0.408378788801013,Medium
C1574,2015.0,-1.800765764687719,Low
C4649,2019.0,-0.3280027290285643,Low
C2997,2018.0,-0.696193487943353,Low
C1268,2022.0,0.7765695477158018,Medium
C2177,2017.0,-1.0643842468581417,Low
C3585,2020.0,0.040188029886224365,Medium
C3640,2016.0,-1.4325750057729303,Low
C2899,2016.0,-1.4325750057729303,Low
C5857,2022.0,0.7765695477158018,Medium
C5735,2022.0,0.7765695477158018,Medium
C1668,2015.0,-1.800765764687719,Low
C5713,2017.0,-1.0643842468581417,Low
C5740,2023.0,1.1447603066305905,High
C4648,2023.0,1.1447603066305905,High
C5592,2018.0,-0.696193487943353,Low
C2400,2023.0,1.1447603066305905,High
C4179,2024.0,1.512951065545379,High
C3074,2015.0,-1.800765764687719,Low
C2858,2017.0,-1.0643842468581417,Low
C2200,2019.0,-0.3280027290285643,Low
C4510,2023.0,1.1447603066305905,High
C2547,2024.0,1.512951065545379,High
C2984,2020.0,0.040188029886224365,Medium
C1894,2022.0,0.7765695477158018,Medium
C3794,2017.0,-1.0643842468581417,Low
C2261,2015.0,-1.800765764687719,Low
C3717,2024.0,1.512951065545379,High
C5990,2021.0,0.408378788801013,Medium
C5200,2018.0,-0.696193487943353,Low
C2291,2017.0,-1.0643842468581417,Low
C3474,2020.0,0.040188029886224365,Medium
C4763,2018.0,-0.696193487943353,Low
C5377,2024.0,1.512951065545379,High
C5427,2020.0,0.040188029886224365,Medium
C2361,2023.0,1.1447603066305905,High
C3940,2018.0,-0.696193487943353,Low
C3447,2016.0,-1.4325750057729303,Low
C3772,2016.0,-1.4325750057729303,Low
C3225,2023.0,1.1447603066305905,High
C1293,2024.0,1.512951065545379,High
C1386,2021.0,0.408378788801013,Medium
C4676,2021.0,0.408378788801013,Medium
C1277,2020.0,0.040188029886224365,Medium
C3391,2022.0,0.7765695477158018,Medium
C4674,2024.0,1.512951065545379,High
C1646,2018.0,-0.696193487943353,Low
C5936,2019.0,-0.3280027290285643,Low
C3560,2017.0,-1.0643842468581417,Low
C1900,2019.0,-0.3280027290285643,Low
C3782,2024.0,1.512951065545379,High
C5217,2024.0,1.512951065545379,High
C2180,2021.0,0.408378788801013,Medium
C4405,2018.0,-0.696193487943353,Low
C2955,2023.0,1.1447603066305905,High
C4802,2024.0,1.512951065545379,High
C3651,2015.0,-1.800765764687719,Low
C1348,2021.0,0.408378788801013,Medium
C1902,2018.0,-0.696193487943353,Low
C3629,2020.0,0.040188029886224365,Medium
C3883,2017.0,-1.0643842468581417,Low
C5879,2016.0,-1.4325750057729303,Low
C1533,2020.0,0.040188029886224365,Medium
C3229,2016.0,-1.4325750057729303,Low
C2759,2024.0,1.512951065545379,High
C2836,2019.0,-0.3280027290285643,Low
C2872,2017.0,-1.0643842468581417,Low
C1164,2019.0,-0.3280027290285643,Low
C2233,2016.0,-1.4325750057729303,Low
C2433,2022.0,0.7765695477158018,Medium
C5058,2019.0,-0.3280027290285643,Low
C2015,2016.0,-1.4325750057729303,Low
C5186,2018.0,-0.696193487943353,Low
C4367,2018.0,-0.696193487943353,Low
C3499,2021.0,0.408378788801013,Medium
C1980,2021.0,0.408378788801013,Medium
C3023,2023.0,1.1447603066305905,High
C5850,2015.0,-1.800765764687719,Low
C2801,2019.0,-0.3280027290285643,Low
C3723,2018.0,-0.696193487943353,Low
C5383,2019.0,-0.3280027290285643,Low
C4740,2017.0,-1.0643842468581417,Low
C5109,2020.0,0.040188029886224365,Medium
C2749,2017.0,-1.0643842468581417,Low
C3976,2021.0,0.408378788801013,Medium
C2625,2016.0,-1.4325750057729303,Low
C3928,2023.0,1.1447603066305905,High
C2582,2021.0,0.408378788801013,Medium
C3450,2024.0,1.512951065545379,High
C4007,2021.0,0.408378788801013,Medium
C5098,2016.0,-1.4325750057729303,Low
C1776,2021.0,0.408378788801013,Medium
C2437,2015.0,-1.800765764687719,Low
C1893,2017.0,-1.0643842468581417,Low
C4555,2016.0,-1.4325750057729303,Low
C2601,2022.0,0.7765695477158018,Medium
C5752,2020.0,0.040188029886224365,Medium
C1421,2023.0,1.1447603066305905,High
C3425,2015.0,-1.800765764687719,Low
C4601,2020.0,0.040188029886224365,Medium
C3363,2019.0,-0.3280027290285643,Low
C4436,2024.0,1.512951065545379,High
C2469,2018.0,-0.696193487943353,Low
C1408,2018.0,-0.696193487943353,Low
C1810,2023.0,1.1447603066305905,High
C1508,2016.0,-1.4325750057729303,Low
C4325,2020.0,0.040188029886224365,Medium
C1358,2019.0,-0.3280027290285643,Low
C2401,2017.0,-1.0643842468581417,Low
C5716,2015.0,-1.800765764687719,Low
C5801,2017.0,-1.0643842468581417,Low
C4019,2023.0,1.1447603066305905,High
C3368,2022.0,0.7765695477158018,Medium
C5988,2023.0,1.1447603066305905,High
C5392,2021.0,0.408378788801013,Medium
C5028,2022.0,0.7765695477158018,Medium
C5057,2016.0,-1.4325750057729303,Low
C5881,2019.0,-0.3280027290285643,Low
C1157,2019.0,-0.3280027290285643,Low
C5302,2021.0,0.408378788801013,Medium
C1021,2024.0,1.512951065545379,High
C5548,2024.0,1.512951065545379,High
C5461,2017.0,-1.0643842468581417,Low
C3602,2015.0,-1.800765764687719,Low
C5460,2020.0,0.040188029886224365,Medium
C1985,2016.0,-1.4325750057729303,Low
C3967,2021.0,0.408378788801013,Medium
C4709,2021.0,0.408378788801013,Medium
C2179,2024.0,1.512951065545379,High
C5151,2022.0,0.7765695477158018,Medium
C3508,2019.0,-0.3280027290285643,Low
C4747,2019.0,-0.3280027290285643,Low
C5649,2017.0,-1.0643842468581417,Low
C1221,2015.0,-1.800765764687719,Low
C1647,2016.0,-1.4325750057729303,Low
C4806,2018.0,-0.696193487943353,Low
C2386,2020.0,0.040188029886224365,Medium
C3188,2016.0,-1.4325750057729303,Low
C4666,2022.0,0.7765695477158018,Medium
C1498,2023.0,1.1447603066305905,High
C2942,2020.0,0.040188029886224365,Medium
C3159,2018.0,-0.696193487943353,Low
C5255,2015.0,-1.800765764687719,Low
C2293,2019.0,-0.3280027290285643,Low
C3289,2015.0,-1.800765764687719,Low
C3593,2020.0,0.040188029886224365,Medium
C2000,2019.0,-0.3280027290285643,Low
C1108,2023.0,1.1447603066305905,High
C5166,2022.0,0.7765695477158018,Medium
C2021,2018.0,-0.696193487943353,Low
C5939,2020.0,0.040188029886224365,Medium
C1631,2019.0,-0.3280027290285643,Low
C1803,2018.0,-0.696193487943353,Low
C4622,2023.0,1.1447603066305905,High
C1956,2022.0,0.7765695477158018,Medium
C1744,2022.0,0.7765695477158018,Medium
C1095,2018.0,-0.696193487943353,Low
C4437,2019.0,-0.3280027290285643,Low
C2649,2020.0,0.040188029886224365,Medium
C3784,2023.0,1.1447603066305905,High
C3186,2024.0,1.512951065545379,High
C2987,2016.0,-1.4325750057729303,Low
C4713,2018.0,-0.696193487943353,Low
C3120,2016.0,-1.4325750057729303,Low
C5391,2019.0,-0.3280027290285643,Low
C4235,2020.0,0.040188029886224365,Medium
C1056,2022.0,0.7765695477158018,Medium
C3975,2019.0,-0.3280027290285643,Low
C5559,2022.0,0.7765695477158018,Medium
C4190,2023.0,1.1447603066305905,High
C2728,2018.0,-0.696193487943353,Low
C4661,2015.0,-1.800765764687719,Low
C5291,2017.0,-1.0643842468581417,Low
C4631,2020.0,0.040188029886224365,Medium
C3276,2020.0,0.040188029886224365,Medium
C3822,2019.0,-0.3280027290285643,Low
C5219,2017.0,-1.0643842468581417,Low
C3012,2024.0,1.512951065545379,High
C2683,2018.0,-0.696193487943353,Low
C5547,2022.0,0.7765695477158018,Medium
C4855,2021.0,0.408378788801013,Medium
C1920,2018.0,-0.696193487943353,Low
C2478,2020.0,0.040188029886224365,Medium
C1035,2022.0,0.7765695477158018,Medium
C3021,2022.0,0.7765695477158018,Medium
C1065,2021.0,0.408378788801013,Medium
C2023,2022.0,0.7765695477158018,Medium
C2512,2022.0,0.7765695477158018,Medium
C1081,2015.0,-1.800765764687719,Low
C5616,2018.0,-0.696193487943353,Low
C5781,2021.0,0.408378788801013,Medium
C3963,2016.0,-1.4325750057729303,Low
C5159,2018.0,-0.696193487943353,Low
C2629,2016.0,-1.4325750057729303,Low
C5043,2020.0,0.040188029886224365,Medium
C3819,2019.0,-0.3280027290285643,Low
C2234,2018.0,-0.696193487943353,Low
C2183,2023.0,1.1447603066305905,High
C4776,2020.0,0.040188029886224365,Medium
C4303,2016.0,-1.4325750057729303,Low
C1483,2022.0,0.7765695477158018,Medium
C5301,2021.0,0.408378788801013,Medium
C3538,2017.0,-1.0643842468581417,Low
C1154,2019.0,-0.3280027290285643,Low
C4253,2017.0,-1.0643842468581417,Low
C2849,2024.0,1.512951065545379,High
C4929,2019.0,-0.3280027290285643,Low
C1389,2019.0,-0.3280027290285643,Low
C1019,2023.0,1.1447603066305905,High
C5848,2024.0,1.512951065545379,High
C1745,2024.0,1.512951065545379,High
C4397,2020.0,0.040188029886224365,Medium
C2789,2020.0,0.040188029886224365,Medium
C4382,2019.0,-0.3280027290285643,Low
C4361,2017.0,-1.0643842468581417,Low
C1283,2024.0,1.512951065545379,High
C3889,2021.0,0.408378788801013,Medium
C2612,2018.0,-0.696193487943353,Low
C3977,2016.0,-1.4325750057729303,Low
C5639,2022.0,0.7765695477158018,Medium
C3302,2021.0,0.408378788801013,Medium
C3224,2019.0,-0.3280027290285643,Low
C4498,2017.0,-1.0643842468581417,Low
C2664,2022.0,0.7765695477158018,Medium
C2337,2021.0,0.408378788801013,Medium
C4003,2023.0,1.1447603066305905,High
C4176,2022.0,0.7765695477158018,Medium
C3658,2021.0,0.408378788801013,Medium
C2392,2021.0,0.408378788801013,Medium
C5077,2016.0,-1.4325750057729303,Low
C2108,2017.0,-1.0643842468581417,Low
C3721,2021.0,0.408378788801013,Medium
C3709,2018.0,-0.696193487943353,Low
C4187,2021.0,0.408378788801013,Medium
C3744,2016.0,-1.4325750057729303,Low
C5569,2023.0,1.1447603066305905,High
C4799,2016.0,-1.4325750057729303,Low
C3460,2015.0,-1.800765764687719,Low
C4052,2020.0,0.040188029886224365,Medium
C4905,2015.0,-1.800765764687719,Low
C3218,2020.0,0.040188029886224365,Medium
C1380,2021.0,0.408378788801013,Medium
C4962,2018.0,-0.696193487943353,Low
C2343,2019.0,-0.3280027290285643,Low
C3628,2015.0,-1.800765764687719,Low
C5516,2016.0,-1.4325750057729303,Low
C4343,2023.0,1.1447603066305905,High
C1397,2023.0,1.1447603066305905,High
C5906,2022.0,0.7765695477158018,Medium
C1593,2019.0,-0.3280027290285643,Low
C3768,2022.0,0.7765695477158018,Medium
C4165,2016.0,-1.4325750057729303,Low
C4102,2020.0,0.040188029886224365,Medium
C2051,2022.0,0.7765695477158018,Medium
C4158,2015.0,-1.800765764687719,Low
C2472,2016.0,-1.4325750057729303,Low
C5369,2016.0,-1.4325750057729303,Low
C3414,2017.0,-1.0643842468581417,Low
C5283,2021.0,0.408378788801013,Medium
C1067,2023.0,1.1447603066305905,High
C4326,2018.0,-0.696193487943353,Low
C3657,2018.0,-0.696193487943353,Low
C2979,2020.0,0.040188029886224365,Medium
C4691,2024.0,1.512951065545379,High
C1191,2022.0,0.7765695477158018,Medium
C5873,2015.0,-1.800765764687719,Low
C1823,2015.0,-1.800765764687719,Low
C3117,2021.0,0.408378788801013,Medium
C1560,2020.0,0.040188029886224365,Medium
C2486,2016.0,-1.4325750057729303,Low
C3950,2016.0,-1.4325750057729303,Low
C1193,2016.0,-1.4325750057729303,Low
C4877,2022.0,0.7765695477158018,Medium
C2781,2016.0,-1.4325750057729303,Low
C1898,2021.0,0.408378788801013,Medium
C5544,2022.0,0.7765695477158018,Medium
C3847,2015.0,-1.800765764687719,Low
C4184,2020.0,0.040188029886224365,Medium
C4938,2018.0,-0.696193487943353,Low
C3725,2020.0,0.040188029886224365,Medium
C5885,2017.0,-1.0643842468581417,Low
C3647,2024.0,1.512951065545379,High
C2590,2019.0,-0.3280027290285643,Low
C2786,2017.0,-1.0643842468581417,Low
C1267,2022.0,0.7765695477158018,Medium
C4514,2015.0,-1.800765764687719,Low
C5330,2015.0,-1.800765764687719,Low
C2695,2023.0,1.1447603066305905,High
C3237,2022.0,0.7765695477158018,Medium
C5648,2015.0,-1.800765764687719,Low
C5964,2024.0,1.512951065545379,High
C2335,2020.0,0.040188029886224365,Medium
C2880,2020.0,0.040188029886224365,Medium
C4923,2015.0,-1.800765764687719,Low
C2643,2019.0,-0.3280027290285643,Low
C2101,2017.0,-1.0643842468581417,Low
C5565,2020.0,0.040188029886224365,Medium
C5105,2015.0,-1.800765764687719,Low
C5399,2024.0,1.512951065545379,High
C2317,2021.0,0.408378788801013,Medium
C5538,2015.0,-1.800765764687719,Low
C5472,2020.0,0.040188029886224365,Medium
C2105,2018.0,-0.696193487943353,Low
C4036,2020.0,0.040188029886224365,Medium
C5111,2024.0,1.512951065545379,High
C3394,2017.0,-1.0643842468581417,Low
C2696,2017.0,-1.0643842468581417,Low
C4126,2015.0,-1.800765764687719,Low
C4625,2018.0,-0.696193487943353,Low
C1147,2019.0,-0.3280027290285643,Low
C4063,2015.0,-1.800765764687719,Low
C4793,2022.0,0.7765695477158018,Medium
C1436,2015.0,-1.800765764687719,Low
C4261,2018.0,-0.696193487943353,Low
C3431,2019.0,-0.3280027290285643,Low
C4821,2017.0,-1.0643842468581417,Low
C3530,2016.0,-1.4325750057729303,Low
C4577,2023.0,1.1447603066305905,High
C5676,2023.0,1.1447603066305905,High
C2435,2016.0,-1.4325750057729303,Low
C2144,2018.0,-0.696193487943353,Low
C4941,2021.0,0.408378788801013,Medium
C1660,2020.0,0.040188029886224365,Medium
C2082,2016.0,-1.4325750057729303,Low
C2735,2022.0,0.7765695477158018,Medium
C2471,2016.0,-1.4325750057729303,Low
C2289,2019.0,-0.3280027290285643,Low
C5948,2017.0,-1.0643842468581417,Low
C1614,2019.0,-0.3280027290285643,Low
C5981,2018.0,-0.696193487943353,Low
C2398,2023.0,1.1447603066305905,High
C2314,2022.0,0.7765695477158018,Medium
C5038,2021.0,0.408378788801013,Medium
C4401,2017.0,-1.0643842468581417,Low
C5876,2020.0,0.040188029886224365,Medium
C2109,2024.0,1.512951065545379,High
C3051,2018.0,-0.696193487943353,Low
C1916,2023.0,1.1447603066305905,High
C1163,2019.0,-0.3280027290285643,Low
C3852,2016.0,-1.4325750057729303,Low
C1521,2015.0,-1.800765764687719,Low
C3154,2021.0,0.408378788801013,Medium
C5046,2017.0,-1.0643842468581417,Low
C4065,2020.0,0.040188029886224365,Medium
C3501,2018.0,-0.696193487943353,Low
C1858,2020.0,0.040188029886224365,Medium
C3479,2017.0,-1.0643842468581417,Low
C3945,2020.0,0.040188029886224365,Medium
C2263,2022.0,0.7765695477158018,Medium
