ticker,year,year_scaled
C1081,2015.0,-1.849208027396577
C1082,2018.0,-0.714921735947941
C1085,2020.0,0.04126912501781648
C1087,2024.0,1.5536508469493313
C1088,2021.0,0.4193645555006952
C1090,2017.0,-1.0930171664308197
C1091,2018.0,-0.714921735947941
C1094,2017.0,-1.0930171664308197
C1095,2018.0,-0.714921735947941
C1096,2017.0,-1.0930171664308197
C1097,2022.0,0.7974599859835739
C1098,2023.0,1.1755554164664526
C1099,2023.0,1.1755554164664526
C1102,2015.0,-1.849208027396577
C1103,2017.0,-1.0930171664308197
C1105,2024.0,1.5536508469493313
C1107,2024.0,1.5536508469493313
C1108,2023.0,1.1755554164664526
C1109,2023.0,1.1755554164664526
C1111,2021.0,0.4193645555006952
C1112,2016.0,-1.4711125969136982
C1113,2019.0,-0.3368263054650622
C1114,2019.0,-0.3368263054650622
C1115,2021.0,0.4193645555006952
C1116,2018.0,-0.714921735947941
C1117,2017.0,-1.0930171664308197
C1119,2024.0,1.5536508469493313
C1120,2015.0,-1.849208027396577
C1121,2022.0,0.7974599859835739
C1123,2024.0,1.5536508469493313
C1125,2021.0,0.4193645555006952
C1127,2017.0,-1.0930171664308197
C1129,2021.0,0.4193645555006952
C1131,2017.0,-1.0930171664308197
C1133,2019.0,-0.3368263054650622
C1134,2022.0,0.7974599859835739
C1135,2019.0,-0.3368263054650622
C1136,2017.0,-1.0930171664308197
C1137,2024.0,1.5536508469493313
C1141,2018.0,-0.714921735947941
C1145,2015.0,-1.849208027396577
C1147,2019.0,-0.3368263054650622
C1148,2018.0,-0.714921735947941
C1149,2017.0,-1.0930171664308197
C1152,2024.0,1.5536508469493313
C1153,2022.0,0.7974599859835739
C1154,2019.0,-0.3368263054650622
C1155,2018.0,-0.714921735947941
C1157,2019.0,-0.3368263054650622
C1158,2017.0,-1.0930171664308197
C1161,2024.0,1.5536508469493313
C1162,2022.0,0.7974599859835739
C1163,2019.0,-0.3368263054650622
C1164,2019.0,-0.3368263054650622
C1165,2019.0,-0.3368263054650622
C1166,2017.0,-1.0930171664308197
C1167,2019.0,-0.3368263054650622
C1170,2021.0,0.4193645555006952
C1171,2016.0,-1.4711125969136982
C1172,2019.0,-0.3368263054650622
C1173,2016.0,-1.4711125969136982
C1174,2022.0,0.7974599859835739
C1177,2019.0,-0.3368263054650622
C1178,2018.0,-0.714921735947941
C1181,2023.0,1.1755554164664526
C1182,2018.0,-0.714921735947941
C1183,2022.0,0.7974599859835739
C1184,2017.0,-1.0930171664308197
C1185,2019.0,-0.3368263054650622
C1186,2016.0,-1.4711125969136982
C1187,2020.0,0.04126912501781648
C1189,2023.0,1.1755554164664526
C1190,2020.0,0.04126912501781648
C1191,2022.0,0.7974599859835739
C1192,2022.0,0.7974599859835739
C1193,2016.0,-1.4711125969136982
C1194,2024.0,1.5536508469493313
C1195,2016.0,-1.4711125969136982
C1196,2024.0,1.5536508469493313
C1197,2016.0,-1.4711125969136982
C1199,2024.0,1.5536508469493313
C1200,2018.0,-0.714921735947941
C1201,2023.0,1.1755554164664526
C1202,2024.0,1.5536508469493313
C1203,2023.0,1.1755554164664526
C1204,2021.0,0.4193645555006952
C1205,2020.0,0.04126912501781648
C1208,2015.0,-1.849208027396577
C1209,2021.0,0.4193645555006952
C1210,2015.0,-1.849208027396577
C1212,2016.0,-1.4711125969136982
C1213,2015.0,-1.849208027396577
C1214,2017.0,-1.0930171664308197
C1215,2023.0,1.1755554164664526
C1217,2018.0,-0.714921735947941
C1218,2021.0,0.4193645555006952
C1221,2015.0,-1.849208027396577
C1223,2023.0,1.1755554164664526
C1224,2019.0,-0.3368263054650622
C1226,2021.0,0.4193645555006952
C1228,2021.0,0.4193645555006952
C1229,2015.0,-1.849208027396577
C1230,2024.0,1.5536508469493313
C1231,2022.0,0.7974599859835739
C1232,2017.0,-1.0930171664308197
C1233,2021.0,0.4193645555006952
C1234,2024.0,1.5536508469493313
C1235,2017.0,-1.0930171664308197
C1236,2022.0,0.7974599859835739
C1237,2019.0,-0.3368263054650622
C1239,2015.0,-1.849208027396577
C1240,2020.0,0.04126912501781648
C1241,2018.0,-0.714921735947941
C1242,2018.0,-0.714921735947941
C1243,2015.0,-1.849208027396577
C1244,2023.0,1.1755554164664526
C1245,2023.0,1.1755554164664526
C1249,2015.0,-1.849208027396577
C1250,2021.0,0.4193645555006952
C1252,2024.0,1.5536508469493313
C1253,2020.0,0.04126912501781648
C1254,2021.0,0.4193645555006952
C1256,2024.0,1.5536508469493313
C1260,2015.0,-1.849208027396577
C1261,2017.0,-1.0930171664308197
C1262,2020.0,0.04126912501781648
C1263,2024.0,1.5536508469493313
C1264,2022.0,0.7974599859835739
C1267,2022.0,0.7974599859835739
C1268,2022.0,0.7974599859835739
C1269,2015.0,-1.849208027396577
C1270,2024.0,1.5536508469493313
C1271,2020.0,0.04126912501781648
C1272,2023.0,1.1755554164664526
C1275,2016.0,-1.4711125969136982
C1276,2019.0,-0.3368263054650622
C1277,2020.0,0.04126912501781648
C1279,2021.0,0.4193645555006952
C1281,2019.0,-0.3368263054650622
C1282,2015.0,-1.849208027396577
C1283,2024.0,1.5536508469493313
C1284,2019.0,-0.3368263054650622
C1285,2018.0,-0.714921735947941
C1287,2024.0,1.5536508469493313
C1288,2016.0,-1.4711125969136982
C1290,2017.0,-1.0930171664308197
C1292,2016.0,-1.4711125969136982
C1293,2024.0,1.5536508469493313
C1294,2023.0,1.1755554164664526
C1297,2020.0,0.04126912501781648
C1298,2017.0,-1.0930171664308197
C1299,2021.0,0.4193645555006952
C1300,2016.0,-1.4711125969136982
C1301,2023.0,1.1755554164664526
C1302,2020.0,0.04126912501781648
C1303,2017.0,-1.0930171664308197
C1305,2024.0,1.5536508469493313
C1306,2023.0,1.1755554164664526
C1307,2017.0,-1.0930171664308197
C1308,2023.0,1.1755554164664526
C1309,2023.0,1.1755554164664526
C1311,2021.0,0.4193645555006952
C1312,2018.0,-0.714921735947941
C1313,2020.0,0.04126912501781648
C1316,2023.0,1.1755554164664526
C1317,2020.0,0.04126912501781648
C1318,2019.0,-0.3368263054650622
C1319,2023.0,1.1755554164664526
C1320,2018.0,-0.714921735947941
C1321,2021.0,0.4193645555006952
C1322,2015.0,-1.849208027396577
C1323,2020.0,0.04126912501781648
C1324,2022.0,0.7974599859835739
C1325,2021.0,0.4193645555006952
C1326,2024.0,1.5536508469493313
C1327,2019.0,-0.3368263054650622
C1328,2024.0,1.5536508469493313
C1329,2020.0,0.04126912501781648
C1330,2017.0,-1.0930171664308197
C1331,2024.0,1.5536508469493313
C1332,2024.0,1.5536508469493313
C1335,2018.0,-0.714921735947941
C1336,2017.0,-1.0930171664308197
C1337,2017.0,-1.0930171664308197
C1338,2024.0,1.5536508469493313
C1339,2021.0,0.4193645555006952
C1340,2024.0,1.5536508469493313
C1341,2016.0,-1.4711125969136982
C1342,2023.0,1.1755554164664526
C1343,2023.0,1.1755554164664526
C1345,2023.0,1.1755554164664526
C1346,2020.0,0.04126912501781648
C1347,2023.0,1.1755554164664526
C1348,2021.0,0.4193645555006952
C1349,2024.0,1.5536508469493313
C1350,2021.0,0.4193645555006952
C1353,2020.0,0.04126912501781648
C1354,2022.0,0.7974599859835739
C1355,2017.0,-1.0930171664308197
C1356,2017.0,-1.0930171664308197
C1357,2022.0,0.7974599859835739
C1358,2019.0,-0.3368263054650622
C1359,2023.0,1.1755554164664526
C1360,2023.0,1.1755554164664526
C1363,2023.0,1.1755554164664526
C1365,2020.0,0.04126912501781648
C1366,2015.0,-1.849208027396577
C1367,2019.0,-0.3368263054650622
C1369,2019.0,-0.3368263054650622
C1371,2016.0,-1.4711125969136982
C1374,2018.0,-0.714921735947941
C1375,2017.0,-1.0930171664308197
C1376,2024.0,1.5536508469493313
C1378,2015.0,-1.849208027396577
C1379,2016.0,-1.4711125969136982
C1380,2021.0,0.4193645555006952
C1382,2019.0,-0.3368263054650622
C1383,2018.0,-0.714921735947941
C1384,2020.0,0.04126912501781648
C1385,2015.0,-1.849208027396577
C1386,2021.0,0.4193645555006952
C1387,2015.0,-1.849208027396577
C1388,2017.0,-1.0930171664308197
C1389,2019.0,-0.3368263054650622
C1390,2022.0,0.7974599859835739
C1391,2015.0,-1.849208027396577
C1392,2019.0,-0.3368263054650622
C1394,2018.0,-0.714921735947941
C1397,2023.0,1.1755554164664526
C1399,2016.0,-1.4711125969136982
C1400,2023.0,1.1755554164664526
C1402,2015.0,-1.849208027396577
C1403,2021.0,0.4193645555006952
C1404,2022.0,0.7974599859835739
C1406,2015.0,-1.849208027396577
C1407,2020.0,0.04126912501781648
C1408,2018.0,-0.714921735947941
C1409,2020.0,0.04126912501781648
C1411,2015.0,-1.849208027396577
C1412,2019.0,-0.3368263054650622
C1415,2018.0,-0.714921735947941
C1417,2016.0,-1.4711125969136982
C1418,2015.0,-1.849208027396577
C1419,2017.0,-1.0930171664308197
C1420,2016.0,-1.4711125969136982
C1421,2023.0,1.1755554164664526
C1423,2021.0,0.4193645555006952
C1424,2018.0,-0.714921735947941
C1425,2016.0,-1.4711125969136982
C1426,2022.0,0.7974599859835739
C1427,2021.0,0.4193645555006952
C1430,2017.0,-1.0930171664308197
C1431,2017.0,-1.0930171664308197
C1434,2023.0,1.1755554164664526
C1436,2015.0,-1.849208027396577
C1437,2015.0,-1.849208027396577
C1438,2020.0,0.04126912501781648
C1442,2016.0,-1.4711125969136982
C1443,2019.0,-0.3368263054650622
C1444,2024.0,1.5536508469493313
C1445,2020.0,0.04126912501781648
C1446,2019.0,-0.3368263054650622
C1447,2022.0,0.7974599859835739
C1448,2018.0,-0.714921735947941
C1450,2021.0,0.4193645555006952
C1451,2024.0,1.5536508469493313
C1452,2020.0,0.04126912501781648
C1453,2023.0,1.1755554164664526
C1454,2019.0,-0.3368263054650622
C1455,2023.0,1.1755554164664526
C1456,2019.0,-0.3368263054650622
C1458,2022.0,0.7974599859835739
C1459,2016.0,-1.4711125969136982
C1460,2018.0,-0.714921735947941
C1461,2024.0,1.5536508469493313
C1462,2020.0,0.04126912501781648
C1464,2024.0,1.5536508469493313
C1465,2015.0,-1.849208027396577
C1467,2017.0,-1.0930171664308197
C1468,2016.0,-1.4711125969136982
C1469,2024.0,1.5536508469493313
C1470,2020.0,0.04126912501781648
C1471,2020.0,0.04126912501781648
C1472,2023.0,1.1755554164664526
C1473,2017.0,-1.0930171664308197
C1474,2023.0,1.1755554164664526
C1476,2017.0,-1.0930171664308197
C1477,2016.0,-1.4711125969136982
C1478,2015.0,-1.849208027396577
C1479,2024.0,1.5536508469493313
C1480,2024.0,1.5536508469493313
C1481,2020.0,0.04126912501781648
C1482,2017.0,-1.0930171664308197
C1483,2022.0,0.7974599859835739
C1485,2015.0,-1.849208027396577
C1486,2018.0,-0.714921735947941
C1488,2020.0,0.04126912501781648
C1489,2017.0,-1.0930171664308197
C1490,2022.0,0.7974599859835739
C1491,2021.0,0.4193645555006952
C1492,2021.0,0.4193645555006952
C1493,2021.0,0.4193645555006952
C1494,2018.0,-0.714921735947941
C1495,2018.0,-0.714921735947941
C1496,2017.0,-1.0930171664308197
C1498,2023.0,1.1755554164664526
C1500,2018.0,-0.714921735947941
C1502,2019.0,-0.3368263054650622
C1505,2016.0,-1.4711125969136982
C1506,2023.0,1.1755554164664526
C1508,2016.0,-1.4711125969136982
C1509,2016.0,-1.4711125969136982
C1510,2020.0,0.04126912501781648
C1511,2018.0,-0.714921735947941
C1512,2022.0,0.7974599859835739
C1513,2017.0,-1.0930171664308197
C1514,2022.0,0.7974599859835739
C1515,2019.0,-0.3368263054650622
C1516,2018.0,-0.714921735947941
C1517,2015.0,-1.849208027396577
C1519,2017.0,-1.0930171664308197
C1521,2015.0,-1.849208027396577
C1522,2018.0,-0.714921735947941
C1523,2017.0,-1.0930171664308197
C1525,2020.0,0.04126912501781648
C1526,2017.0,-1.0930171664308197
C1530,2017.0,-1.0930171664308197
C1532,2022.0,0.7974599859835739
C1533,2020.0,0.04126912501781648
C1534,2015.0,-1.849208027396577
C1535,2023.0,1.1755554164664526
C1536,2023.0,1.1755554164664526
C1537,2018.0,-0.714921735947941
C1539,2022.0,0.7974599859835739
C1540,2016.0,-1.4711125969136982
C1543,2023.0,1.1755554164664526
C1544,2020.0,0.04126912501781648
C1545,2018.0,-0.714921735947941
C1547,2020.0,0.04126912501781648
C1548,2018.0,-0.714921735947941
C1549,2015.0,-1.849208027396577
C1551,2021.0,0.4193645555006952
C1552,2023.0,1.1755554164664526
C1554,2024.0,1.5536508469493313
C1555,2016.0,-1.4711125969136982
C1557,2024.0,1.5536508469493313
C1559,2020.0,0.04126912501781648
C1560,2020.0,0.04126912501781648
C1561,2021.0,0.4193645555006952
C1562,2019.0,-0.3368263054650622
C1563,2015.0,-1.849208027396577
C1564,2016.0,-1.4711125969136982
C1565,2016.0,-1.4711125969136982
C1567,2015.0,-1.849208027396577
C1570,2021.0,0.4193645555006952
C1574,2015.0,-1.849208027396577
C1576,2024.0,1.5536508469493313
C1577,2022.0,0.7974599859835739
C1579,2022.0,0.7974599859835739
C1580,2019.0,-0.3368263054650622
C1584,2017.0,-1.0930171664308197
C1585,2018.0,-0.714921735947941
C1586,2023.0,1.1755554164664526
C1587,2016.0,-1.4711125969136982
C1588,2023.0,1.1755554164664526
C1589,2024.0,1.5536508469493313
C1591,2022.0,0.7974599859835739
C1592,2017.0,-1.0930171664308197
C1593,2019.0,-0.3368263054650622
C1594,2020.0,0.04126912501781648
C1597,2015.0,-1.849208027396577
C1599,2015.0,-1.849208027396577
C1600,2023.0,1.1755554164664526
C1602,2019.0,-0.3368263054650622
C1603,2021.0,0.4193645555006952
C1604,2017.0,-1.0930171664308197
C1605,2017.0,-1.0930171664308197
C1606,2019.0,-0.3368263054650622
C1607,2016.0,-1.4711125969136982
C1608,2024.0,1.5536508469493313
C1609,2019.0,-0.3368263054650622
C1610,2021.0,0.4193645555006952
C1612,2024.0,1.5536508469493313
C1613,2024.0,1.5536508469493313
C1614,2019.0,-0.3368263054650622
C1615,2021.0,0.4193645555006952
C1616,2016.0,-1.4711125969136982
C1617,2020.0,0.04126912501781648
C1618,2018.0,-0.714921735947941
C1620,2024.0,1.5536508469493313
C1622,2021.0,0.4193645555006952
C1623,2020.0,0.04126912501781648
C1626,2016.0,-1.4711125969136982
C1627,2017.0,-1.0930171664308197
C1629,2016.0,-1.4711125969136982
C1630,2021.0,0.4193645555006952
C1631,2019.0,-0.3368263054650622
C1633,2021.0,0.4193645555006952
C1634,2022.0,0.7974599859835739
C1635,2015.0,-1.849208027396577
C1636,2015.0,-1.849208027396577
C1638,2023.0,1.1755554164664526
C1639,2024.0,1.5536508469493313
C1641,2024.0,1.5536508469493313
C1642,2016.0,-1.4711125969136982
C1644,2024.0,1.5536508469493313
C1645,2020.0,0.04126912501781648
C1646,2018.0,-0.714921735947941
C1647,2016.0,-1.4711125969136982
C1648,2020.0,0.04126912501781648
C1649,2021.0,0.4193645555006952
C1650,2017.0,-1.0930171664308197
C1651,2023.0,1.1755554164664526
C1652,2024.0,1.5536508469493313
C1653,2023.0,1.1755554164664526
C1654,2017.0,-1.0930171664308197
C1655,2024.0,1.5536508469493313
C1656,2021.0,0.4193645555006952
C1658,2020.0,0.04126912501781648
C1659,2017.0,-1.0930171664308197
C1660,2020.0,0.04126912501781648
C1662,2024.0,1.5536508469493313
C1663,2019.0,-0.3368263054650622
C1664,2024.0,1.5536508469493313
C1665,2017.0,-1.0930171664308197
C1667,2018.0,-0.714921735947941
C1668,2015.0,-1.849208027396577
C1670,2023.0,1.1755554164664526
C1671,2015.0,-1.849208027396577
C1672,2022.0,0.7974599859835739
C1674,2018.0,-0.714921735947941
C1676,2015.0,-1.849208027396577
C1677,2023.0,1.1755554164664526
C1678,2016.0,-1.4711125969136982
C1679,2017.0,-1.0930171664308197
C1680,2019.0,-0.3368263054650622
C1681,2019.0,-0.3368263054650622
C1684,2024.0,1.5536508469493313
C1685,2022.0,0.7974599859835739
C1686,2024.0,1.5536508469493313
C1687,2017.0,-1.0930171664308197
C1688,2024.0,1.5536508469493313
C1692,2016.0,-1.4711125969136982
C1693,2016.0,-1.4711125969136982
C1694,2024.0,1.5536508469493313
C1695,2024.0,1.5536508469493313
C1696,2018.0,-0.714921735947941
C1697,2022.0,0.7974599859835739
C1698,2015.0,-1.849208027396577
C1699,2022.0,0.7974599859835739
C1701,2016.0,-1.4711125969136982
C1703,2023.0,1.1755554164664526
C1704,2021.0,0.4193645555006952
C1706,2022.0,0.7974599859835739
C1707,2023.0,1.1755554164664526
C1708,2016.0,-1.4711125969136982
C1709,2024.0,1.5536508469493313
C1710,2022.0,0.7974599859835739
C1711,2021.0,0.4193645555006952
C1714,2022.0,0.7974599859835739
C1715,2018.0,-0.714921735947941
C1716,2016.0,-1.4711125969136982
C1717,2016.0,-1.4711125969136982
C1718,2015.0,-1.849208027396577
C1721,2016.0,-1.4711125969136982
C1723,2019.0,-0.3368263054650622
C1725,2024.0,1.5536508469493313
C1726,2017.0,-1.0930171664308197
C1728,2024.0,1.5536508469493313
C1730,2024.0,1.5536508469493313
C1732,2020.0,0.04126912501781648
C1733,2023.0,1.1755554164664526
C1736,2016.0,-1.4711125969136982
C1737,2023.0,1.1755554164664526
C1738,2024.0,1.5536508469493313
C1740,2017.0,-1.0930171664308197
C1742,2017.0,-1.0930171664308197
C1744,2022.0,0.7974599859835739
C1745,2024.0,1.5536508469493313
C1746,2021.0,0.4193645555006952
C1747,2016.0,-1.4711125969136982
C1748,2023.0,1.1755554164664526
C1750,2020.0,0.04126912501781648
C1751,2024.0,1.5536508469493313
C1753,2024.0,1.5536508469493313
C1754,2020.0,0.04126912501781648
C1755,2018.0,-0.714921735947941
C1758,2015.0,-1.849208027396577
C1759,2015.0,-1.849208027396577
C1760,2023.0,1.1755554164664526
C1761,2016.0,-1.4711125969136982
C1762,2016.0,-1.4711125969136982
C1763,2015.0,-1.849208027396577
C1764,2015.0,-1.849208027396577
C1765,2024.0,1.5536508469493313
C1767,2024.0,1.5536508469493313
C1769,2018.0,-0.714921735947941
C1770,2019.0,-0.3368263054650622
C1771,2021.0,0.4193645555006952
C1772,2020.0,0.04126912501781648
C1775,2020.0,0.04126912501781648
C1776,2021.0,0.4193645555006952
C1777,2019.0,-0.3368263054650622
C1779,2021.0,0.4193645555006952
C1782,2019.0,-0.3368263054650622
C1784,2019.0,-0.3368263054650622
C1786,2021.0,0.4193645555006952
C1787,2024.0,1.5536508469493313
C1790,2017.0,-1.0930171664308197
C1791,2021.0,0.4193645555006952
C1792,2018.0,-0.714921735947941
C1793,2019.0,-0.3368263054650622
C1798,2016.0,-1.4711125969136982
C1799,2018.0,-0.714921735947941
C1801,2023.0,1.1755554164664526
C1802,2023.0,1.1755554164664526
C1803,2018.0,-0.714921735947941
C1805,2016.0,-1.4711125969136982
C1806,2017.0,-1.0930171664308197
C1808,2021.0,0.4193645555006952
C1809,2019.0,-0.3368263054650622
C1810,2023.0,1.1755554164664526
C1812,2018.0,-0.714921735947941
C1814,2016.0,-1.4711125969136982
C1815,2021.0,0.4193645555006952
C1816,2017.0,-1.0930171664308197
C1817,2016.0,-1.4711125969136982
C1818,2022.0,0.7974599859835739
C1819,2018.0,-0.714921735947941
C1821,2022.0,0.7974599859835739
C1822,2020.0,0.04126912501781648
C1823,2015.0,-1.849208027396577
C1824,2023.0,1.1755554164664526
C1826,2022.0,0.7974599859835739
C1827,2018.0,-0.714921735947941
C1829,2019.0,-0.3368263054650622
C1830,2019.0,-0.3368263054650622
C1831,2016.0,-1.4711125969136982
C1832,2016.0,-1.4711125969136982
C1833,2015.0,-1.849208027396577
C1835,2016.0,-1.4711125969136982
C1837,2016.0,-1.4711125969136982
C1840,2018.0,-0.714921735947941
C1841,2024.0,1.5536508469493313
C1843,2024.0,1.5536508469493313
C1847,2016.0,-1.4711125969136982
C1848,2021.0,0.4193645555006952
C1852,2019.0,-0.3368263054650622
C1854,2015.0,-1.849208027396577
C1855,2016.0,-1.4711125969136982
C1856,2020.0,0.04126912501781648
C1857,2021.0,0.4193645555006952
C1858,2020.0,0.04126912501781648
C1859,2019.0,-0.3368263054650622
C1860,2021.0,0.4193645555006952
C1861,2020.0,0.04126912501781648
C1862,2016.0,-1.4711125969136982
C1864,2017.0,-1.0930171664308197
C1865,2016.0,-1.4711125969136982
C1866,2020.0,0.04126912501781648
C1867,2018.0,-0.714921735947941
C1868,2021.0,0.4193645555006952
C1869,2021.0,0.4193645555006952
C1870,2019.0,-0.3368263054650622
C1871,2018.0,-0.714921735947941
C1873,2019.0,-0.3368263054650622
C1874,2021.0,0.4193645555006952
C1875,2019.0,-0.3368263054650622
C1878,2024.0,1.5536508469493313
C1880,2015.0,-1.849208027396577
C1881,2021.0,0.4193645555006952
C1882,2016.0,-1.4711125969136982
C1883,2018.0,-0.714921735947941
C1885,2023.0,1.1755554164664526
C1886,2022.0,0.7974599859835739
C1887,2021.0,0.4193645555006952
C1888,2015.0,-1.849208027396577
C1889,2023.0,1.1755554164664526
C1890,2021.0,0.4193645555006952
C1891,2022.0,0.7974599859835739
C1892,2019.0,-0.3368263054650622
C1893,2017.0,-1.0930171664308197
C1894,2022.0,0.7974599859835739
C1897,2015.0,-1.849208027396577
C1898,2021.0,0.4193645555006952
C1899,2024.0,1.5536508469493313
C1900,2019.0,-0.3368263054650622
C1902,2018.0,-0.714921735947941
C1903,2019.0,-0.3368263054650622
C1906,2020.0,0.04126912501781648
C1908,2023.0,1.1755554164664526
C1911,2015.0,-1.849208027396577
C1913,2020.0,0.04126912501781648
C1915,2023.0,1.1755554164664526
C1916,2023.0,1.1755554164664526
C1917,2018.0,-0.714921735947941
C1918,2020.0,0.04126912501781648
C1919,2020.0,0.04126912501781648
C1920,2018.0,-0.714921735947941
C1921,2015.0,-1.849208027396577
